feature,importance
tissue,14.083138637073974
mut,4.250230038729171
day4,3.5593322861429955
tissue,2.9534470486851303
tissue,1.4810798874017874
tissue,1.470782613552369
mut,1.1881325932636326
mut,0.9950815189219552
mut,0.983654319142332
mut,0.911228280087212
tissue,0.7893595551951845
mut,0.7816379235444914
tissue,0.7182510562598263
mut,0.6678676537824846
tissue,0.6662160405189608
tissue,0.6524027577227801
mut,0.567503141486921
tissue,0.5585272539696706
tissue,0.5475977879626959
mut,0.5389817198726744
mut,0.5357401178417889
mut,0.5024111235500099
doubling,0.4985515205265741
tissue,0.4931555430925671
mut,0.4802878304435489
mut,0.4773043326423132
mut,0.4732884452385551
tissue,0.4653171652649917
mut,0.4618938231501475
tissue,0.4470873515960236
mut,0.4190654273363653
mut,0.3572934691162368
mut,0.3504010821193555
tissue,0.3345904351219554
mut,0.3328624381471218
mut,0.3143130917138932
mut,0.3095732215182321
mut,0.3002805586963394
mut,0.2968404869820248
mut,0.2870382678290031
mut,0.2835352447388874
tissue,0.2687760811598388
mut,0.2677014759430371
mut,0.2577137304552371
mut,0.2228038353433713
mut,0.2201427539682806
tissue,0.2044785446850174
mut,0.2040549522555714
mut,0.2018885831327638
mut,0.1957443636903386
mut,0.1924845046233251
mut,0.1855740181393324
tissue,0.1805532606059819
mut,0.1714317045195949
mut,0.1677446098113629
mut,0.1661924573020262
mut,0.162812667741439
mut,0.1615599014505965
mut,0.1603492150058766
mut,0.1580693520796186
mut,0.1537913831412043
mut,0.1498563536084956
mut,0.1476162604472483
mut,0.145944586266027
mut,0.1438005973417636
mut,0.1427922207729861
mut,0.1419386868748435
mut,0.1414688114538863
mut,0.1386063126445605
mut,0.1363623624526228
mut,0.1336796567739384
mut,0.1330437669945164
mut,0.1311220382989027
mut,0.1302716233009602
mut,0.1295122658860218
mut,0.1294746747913535
mut,0.1266872557775645
tissue,0.1266856514048987
mut,0.1236263756907153
mut,0.122990622761054
tissue,0.1210957810076162
mut,0.1188347608213663
mut,0.1182460491207826
mut,0.1181004834019029
mut,0.1176367021685571
mut,0.1138073333286592
mut,0.1130363477027675
mut,0.1122662329525361
tissue,0.1117791816630966
mut,0.1105005081223965
mut,0.1100833521948964
mut,0.1094699263333286
mut,0.1068284144161084
mut,0.1049178506416618
mut,0.1046519910618624
mut,0.1033076351277299
mut,0.0998964397826353
mut,0.0956380842648982
mut,0.0944273981603657
mut,0.092860903569094
mut,0.0889118954995537
mut,0.0887369961413481
mut,0.0881577052773933
tissue,0.0880945611445251
mut,0.0880703991622601
mut,0.0861658050729529
mut,0.0855236595862092
mut,0.0851125157441998
mut,0.0848646234216082
mut,0.0836116822076943
mut,0.0825534227271738
mut,0.0820203449351144
mut,0.0815449796309825
mut,0.080432141613332
mut,0.0796196664467302
mut,0.079495180832364
mut,0.0762566884047033
mut,0.0753753277151065
mut,0.0727680371791726
mut,0.0722084823987234
mut,0.0703387874717009
mut,0.0696923995386183
mut,0.0695175303013783
mut,0.0682747230724218
mut,0.0681915262832668
mut,0.0648732031275219
mut,0.0644636019919878
mut,0.0643534085793062
mut,0.0637093766071107
mut,0.0623910742742834
mut,0.0601417564012669
mut,0.0593659970081768
mut,0.0558258860860108
mut,0.0552045166576162
mut,0.05517662556479
mut,0.0548824861717541
mut,0.0538351600097272
mut,0.053605334274752
mut,0.0532446703251828
mut,0.0514974905313397
mut,0.0514353755388162
mut,0.0513539057496078
mut,0.0513362145432355
mut,0.0512337023643943
mut,0.0508025435743499
mut,0.0500808025871349
mut,0.0487411452608641
mut,0.0477678942311644
mut,0.0459250508930215
mut,0.044764917128682
mut,0.0438601398606878
mut,0.0436563374032125
mut,0.0435657377273836
mut,0.0432173952098572
mut,0.0431606950105495
mut,0.0421726708306497
mut,0.0412812391950109
mut,0.0409129284326262
mut,0.0409053412828632
mut,0.0406415967759944
mut,0.0395598870249829
mut,0.0388392163461693
mut,0.0377212712631037
mut,0.0376540209417626
mut,0.0372833560992773
mut,0.0372464389412607
mut,0.03714930728567
mut,0.0369960102646493
mut,0.0368475785551398
mut,0.0368062426394124
mut,0.0357756967292252
mut,0.035621100584616
mut,0.0356103421595004
mut,0.0353069626386183
mut,0.0353065449014967
mut,0.035088656732518
mut,0.0350668264219804
mut,0.0348168914840387
mut,0.0344711919669432
mut,0.0343101711696315
mut,0.0341563951607038
mut,0.0336199822119458
mut,0.0332754544430034
mut,0.0329826971577836
mut,0.0326090805176079
mut,0.0324796703115607
mut,0.0320108787104193
mut,0.0319558207106005
mut,0.0318889034477072
mut,0.0317150226574906
mut,0.0316262185665701
mut,0.0315951637817632
mut,0.0314294336405863
mut,0.0312518932524932
mut,0.0310996813564136
mut,0.0305188469462127
mut,0.0303762856206173
mut,0.0300625104516729
mut,0.0299258336891493
mut,0.0295005883881102
mut,0.0291969294766987
mut,0.0291887514127954
mut,0.0291388688281334
mut,0.0290487379377066
mut,0.0285785898497178
mut,0.0285272392179704
mut,0.0284576936037185
mut,0.0278160881799165
mut,0.0269092194121065
mut,0.0264220946520218
mut,0.0263613185932515
tissue,0.0262526173525674
mut,0.0259114739878341
mut,0.0255477217824266
mut,0.02546423233573
mut,0.0253458040042946
mut,0.0245428483671428
mut,0.0231394552594061
mut,0.022860384339804
mut,0.022461135769859
mut,0.0223737004138251
mut,0.0220217523167332
mut,0.0211000091008744
mut,0.019920674212882
mut,0.0184659148659996
tissue,0.0172241794765504
mut,0.0172097456627737
tissue,0.0088970694723346
tissue,0.0085291391297828
mut,0.0082616354204595
tissue,0.0063555628015447
tissue,0.0039878395792137
tissue,0.0031083334122912
tissue,0.0016841007824364
tissue,0.0014435744326847
tissue,0.0009070915265337
msi,0.0
